	Feature_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Confidence
ASV1397	ASV1397	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	NA	0.990244096
ASV1398	ASV1398	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	uncultured	uncultured bacterium	0.820242881
ASV1399	ASV1399	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	0.999997899
ASV1400	ASV1400	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Arcticibacter	uncultured bacterium	0.905124304
ASV1401	ASV1401	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured bacterium	0.932927856
ASV1402	ASV1402	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured bacterium	uncultured bacterium	0.998320555
ASV1403	ASV1403	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	0.999973699
ASV1404	ASV1404	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	metagenome	metagenome	0.999992701
ASV1405	ASV1405	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured Chloroflexi bacterium	uncultured Chloroflexi bacterium	0.877712702
ASV1406	ASV1406	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured planctomycete	uncultured planctomycete	0.740324219
ASV1407	ASV1407	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured planctomycete	uncultured planctomycete	0.976053288
ASV1408	ASV1408	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	0.984920729
ASV1409	ASV1409	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	NA	NA	0.999999916
ASV1410	ASV1410	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	uncultured actinobacterium	uncultured actinobacterium	0.871420419
ASV1411	ASV1411	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	uncultured	NA	0.999999169
ASV1412	ASV1412	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia	Massilia albidiflava	0.716017343
ASV1413	ASV1413	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured bacterium	uncultured bacterium	0.731827371
ASV1414	ASV1414	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	0.998683053
ASV1415	ASV1415	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	uncultured Oscillatoriales cyanobacterium	0.995113013
ASV1416	ASV1416	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	uncultured bacterium	0.995406178
ASV1417	ASV1417	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured Rhizobiales bacterium	uncultured Rhizobiales bacterium	0.911243525
ASV1418	ASV1418	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	Geodermatophilus dictyosporus	0.723429762
